FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
5_0021_0002_B,5,21,2,B,免费哦
5_0021_0003_A,5,21,3,A,篮球馆在哪儿
5_0021_0004_B,5,21,4,B,天津市津南区博文北路与双台北路交汇处南一百五十米
5_0021_0005_A,5,21,5,A,篮球馆的电话是多少
5_0021_0006_B,5,21,6,B,零二二二七四零四七零四
5_0021_0007_A,5,21,7,A,乒乓球馆在哪儿
5_0021_0008_B,5,21,8,B,天津市津南区博文北路与双台北路交汇处南一百五十米
5_0021_0009_A,5,21,9,A,乒乓球馆的电话是多少
5_0021_0010_B,5,21,10,B,零二二二七四零四七零四
5_0021_0011_A,5,21,11,A,乒乓球馆什么时候开放
5_0021_0012_B,5,21,12,B,周一至周日 八点三十到二十二点
5_0021_0013_A,5,21,13,A,乒乓球馆免费吗
5_0021_0014_B,5,21,14,B,免费哦
5_0021_0015_A,5,21,15,A,乒乓球馆附近有哪些食堂
5_0021_0016_B,5,21,16,B,青园餐厅
5_0021_0017_A,5,21,17,A,青园餐厅有哪些好吃的
5_0021_0018_B,5,21,18,B,水饺
5_0021_0019_A,5,21,19,A,青园餐厅在哪儿
5_0021_0020_B,5,21,20,B,同德路天津大学北洋园小区内
5_0021_0021_A,5,21,21,A,青园餐厅人均价格多少
5_0021_0022_B,5,21,22,B,四十五元
5_0021_0023_A,5,21,23,A,青园餐厅评价多少分
5_0021_0024_B,5,21,24,B,三
5_0021_0025_A,5,21,25,A,青园餐厅在哪个区
5_0021_0026_B,5,21,26,B,北区
5_0021_0027_A,5,21,27,A,青园餐厅的开放时间是什么时候
5_0021_0028_B,5,21,28,B,十一点到十四点
5_0021_0029_A,5,21,29,A,青园餐厅附近有停车场吗
5_0021_0030_B,5,21,30,B,有的
5_0021_0031_A,5,21,31,A,乒乓球馆附近有哪些学院
5_0021_0032_B,5,21,32,B,建筑工程学院
5_0021_0033_A,5,21,33,A,建筑工程学院是否有停车位？
5_0021_0034_B,5,21,34,B,没有停车位
5_0021_0035_A,5,21,35,A,建筑工程学院的地址是什么？
5_0021_0036_B,5,21,36,B,水土建教学组团
5_0021_0037_A,5,21,37,A,感谢您为我提供这么详细的介绍
5_0021_0038_B,5,21,38,B,能够为您服务是我的荣幸
5_0022_0001_A,5,22,1,A,机械学院在哪个区
5_0022_0002_B,5,22,2,B,南区
5_0022_0003_A,5,22,3,A,机械学院在哪儿
5_0022_0004_B,5,22,4,B,机械教学组团
5_0022_0005_A,5,22,5,A,机械学院附近有哪些食堂
5_0022_0006_B,5,22,6,B,兰园餐厅，竹园餐厅
5_0022_0007_A,5,22,7,A,机械学院有哪些专业
5_0022_0008_B,5,22,8,B,机械设计制造及其自动化，工程力学，能源与动力工程，工业设计和智能制造工程
5_0022_0009_A,5,22,9,A,机械学院有哪些重点实验室
5_0022_0010_B,5,22,10,B,内燃机燃烧学国家重点实验室，机构理论与装备设计教育部重点实验室，中低温热能高效利用教育部重点实验室，先进陶瓷与加工技术教育部重点实验室，天津市装备设计与制造重点实验室，天津市现代工程力学重点实验室，天津市非线性动力学与混沌控制重点实验室
5_0022_0011_A,5,22,11,A,博士生宿舍有哪些
5_0022_0012_B,5,22,12,B,治园
5_0022_0013_A,5,22,13,A,治园有没有电梯
5_0022_0014_B,5,22,14,B,没有
5_0022_0015_A,5,22,15,A,治园在哪个区
5_0022_0016_B,5,22,16,B,南区
5_0022_0017_A,5,22,17,A,治园有空调吗
5_0022_0018_B,5,22,18,B,有的
5_0022_0019_A,5,22,19,A,治园有暖气吗
5_0022_0020_B,5,22,20,B,有的
5_0022_0021_A,5,22,21,A,治园独立卫浴吗
5_0022_0022_B,5,22,22,B,有的
5_0022_0023_A,5,22,23,A,治园附近有什么娱乐场所
5_0022_0024_B,5,22,24,B,太雷广场
5_0022_0025_A,5,22,25,A,太雷广场附近有什么学院
5_0022_0026_B,5,22,26,B,智能与计算学部，建筑工程学院
5_0022_0027_A,5,22,27,A,建筑学院什么时候创立
5_0022_0028_B,5,22,28,B,一九九七年
5_0022_0029_A,5,22,29,A,建筑工程学院的现任校长是谁？
5_0022_0030_B,5,22,30,B,韩庆华
5_0022_0031_A,5,22,31,A,建筑工程学院的主要专业有哪些?
5_0022_0032_B,5,22,32,B,建筑工程，桥梁工程，地下工程，海洋工程，船舶工程，国际航运管理
5_0022_0033_A,5,22,33,A,建筑工程学院的电话是什么？
5_0022_0034_B,5,22,34,B,二七四零零八四三
5_0022_0035_A,5,22,35,A,建筑工程学院是否有停车位？
5_0022_0036_B,5,22,36,B,没有停车位
5_0022_0037_A,5,22,37,A,建筑工程学院的地址是什么？
5_0022_0038_B,5,22,38,B,水土建教学组团
5_0022_0039_A,5,22,39,A,感谢您为我提供这么详细的介绍
5_0022_0040_B,5,22,40,B,能够为您服务是我的荣幸
